191,109,4,956716684,101 Dalmatians (1961),Animation|Children's,0,2,14,62
12,6,4,976203603,"Bridges of Madison County, The (1995)",Drama|Romance,0,2,13,99
94,126,5,972571456,Shakespeare in Love (1998),Comedy|Romance,1,1,0,88
9,25,4,976284972,"Hudsucker Proxy, The (1994)",Comedy|Romance,1,2,11,96
95,37,3,982805796,Alphaville (1965),Sci-Fi,1,5,11,177
84,85,4,974413811,Evita (1996),Drama|Musical,0,0,9,82
92,154,3,973198964,Peter's Friends (1992),Comedy|Drama,0,5,19,54
121,105,5,966657892,Lethal Weapon (1987),Action|Comedy|Crime|Drama,0,1,14,7
142,149,5,965171739,Ferris Bueller's Day Off (1986),Comedy,1,2,0,73
135,164,4,965321085,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,0,2,14,126
93,23,2,972662398,"Fugitive, The (1993)",Action|Thriller,0,3,0,10
58,36,5,976441106,Pretty Woman (1990),Comedy|Romance,1,1,4,0
43,24,2,975979732,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance,0,2,7,40
63,77,4,974878241,April Fool's Day (1986),Comedy|Horror,1,2,18,29
169,59,2,961476022,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,1,1,9,110
108,29,2,976673070,Robin Hood: Men in Tights (1993),Comedy,0,1,4,130
16,42,1,975799925,High School High (1996),Comedy,1,1,4,149
106,182,2,979767184,"Running Man, The (1987)",Action|Adventure|Sci-Fi,1,2,19,5
160,111,3,962609782,Splash (1984),Comedy|Fantasy|Romance,1,5,13,98
21,112,3,975430389,Indiana Jones and the Temple of Doom (1984),Action|Adventure,1,1,18,55
46,176,3,974840560,Screwed (2000),Comedy,1,2,11,48
184,9,3,958192148,Strange Days (1995),Action|Crime|Sci-Fi,1,2,2,115
129,78,4,966434517,"Body Snatcher, The (1945)",Horror,1,5,6,30
163,141,5,962488280,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy,1,4,1,34
99,146,1,972769867,Problem Child 2 (1991),Comedy,1,1,0,108
144,116,4,964883648,Rosemary's Baby (1968),Horror|Thriller,1,2,4,79
57,79,3,1009256707,Albino Alligator (1996),Crime|Thriller,0,5,6,60
41,123,2,974837844,Runaway Train (1985),Action|Adventure|Drama|Thriller,1,2,18,156
20,20,3,975460449,Cliffhanger (1993),Action|Adventure|Crime,1,0,9,72
42,118,3,974778494,My Bodyguard (1980),Drama,0,2,13,66
77,91,5,974759084,As Good As It Gets (1997),Comedy|Drama,0,1,4,31
76,49,3,974658834,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,1,5,15,15
153,151,4,963332896,Creepshow (1982),Horror,1,2,13,52
